shot_id,action_type,combined_shot_type,loc_x,loc_y,period,playoffs,time_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_basic,game_date,home_away,opponent,target
6945,0,0,-25,109,2,0,87,11,0,0,3,3026,1,6,
6947,1,1,0,0,3,0,557,0,0,0,1,3026,1,6,
6949,2,1,0,0,4,0,321,0,0,0,1,3026,1,6,
6952,13,3,0,0,4,0,180,0,0,0,1,3026,1,6,
6963,4,0,-159,63,3,0,571,17,0,4,0,3033,1,12,
6964,9,1,0,0,4,0,223,0,0,0,1,3033,1,12,
6972,2,1,0,0,2,0,81,0,0,0,1,3034,0,5,
6979,18,4,71,5,4,0,308,7,0,0,3,3034,0,5,
6981,0,0,159,186,4,0,126,24,1,1,2,3034,0,5,
6988,2,1,0,0,2,0,150,0,0,0,1,3036,1,17,
6990,0,0,117,132,3,0,695,17,0,1,0,3036,1,17,
6998,0,0,174,25,1,0,263,17,0,2,0,3038,0,19,
7004,0,0,-187,158,2,0,469,24,1,3,2,3038,0,19,
7016,4,0,149,5,4,0,255,14,0,2,0,3038,0,19,
7027,0,0,97,235,2,0,158,25,1,1,2,3039,0,20,
7042,0,0,-103,115,1,0,103,15,0,4,0,3041,0,12,
7056,0,0,-140,10,4,0,498,14,0,4,0,3041,0,12,
7061,0,0,98,54,1,0,613,11,0,2,0,3043,1,10,
7069,4,0,125,-26,2,0,453,12,0,2,0,3043,1,10,
7071,0,0,87,130,2,0,273,15,0,2,0,3043,1,10,
7088,4,0,-10,160,1,0,694,16,0,0,0,3045,1,14,
7099,0,0,23,210,3,0,506,21,0,0,0,3045,1,14,
7108,0,0,-143,160,4,0,271,21,0,3,0,3045,1,14,
7121,19,1,0,0,2,0,98,0,0,0,1,3047,1,9,
7125,2,1,0,0,3,0,289,0,0,0,1,3047,1,9,
7136,3,0,107,41,1,0,214,11,0,2,0,3049,0,10,
7149,5,0,71,18,4,0,505,7,0,0,3,3049,0,10,
7150,3,0,-122,127,4,0,440,17,0,3,0,3049,0,10,
7151,0,0,148,51,4,0,182,15,0,2,0,3049,0,10,
7167,0,0,118,155,4,0,650,19,0,1,0,3051,0,22,
7177,2,1,0,0,4,0,70,0,0,0,1,3051,0,22,
7178,0,0,90,184,4,0,0,20,0,1,0,3051,0,22,
7183,3,0,49,5,1,0,312,4,0,0,3,3053,0,25,
7186,0,0,215,132,2,0,499,25,1,1,2,3053,0,25,
7190,0,0,-135,23,3,0,545,13,0,4,0,3053,0,25,
7201,0,0,146,155,1,0,580,21,0,1,0,3054,0,15,
7202,0,0,18,252,1,0,538,25,1,0,2,3054,0,15,
7207,0,0,-61,248,1,0,116,25,1,0,2,3054,0,15,
7213,0,0,24,253,3,0,280,25,1,0,2,3054,0,15,
7224,10,0,-151,133,2,0,441,20,0,3,0,3056,0,21,
7225,0,0,64,69,2,0,326,9,0,2,3,3056,0,21,
7233,0,0,199,35,4,0,693,20,0,2,0,3056,0,21,
7239,0,0,-74,109,1,0,687,13,0,4,3,3057,0,14,
7246,0,0,43,41,3,0,587,5,0,0,3,3057,0,14,
7248,0,0,-179,109,3,0,516,20,0,4,0,3057,0,14,
7261,1,1,0,0,2,0,331,0,0,0,1,3059,1,13,
7264,0,0,-197,173,3,0,479,26,1,3,2,3059,1,13,
7266,0,0,95,255,4,0,466,27,1,1,2,3059,1,13,
7274,0,0,-159,192,4,0,16,24,1,3,2,3059,1,13,
7279,0,0,49,0,1,0,237,4,0,0,3,3061,0,6,
7293,0,0,171,169,4,0,700,24,1,1,2,3061,0,6,
7315,0,0,138,247,1,0,442,28,1,1,2,3066,1,15,
7322,0,0,-90,164,3,0,647,18,0,3,0,3066,1,15,
7326,19,1,0,0,4,0,651,0,0,0,1,3066,1,15,
7341,0,0,-133,217,1,0,90,25,1,3,2,3068,1,20,
7363,1,1,0,0,3,0,154,0,0,0,1,3070,1,7,
7365,4,0,126,128,4,0,627,17,0,1,0,3070,1,7,
7371,0,0,159,45,1,0,165,16,0,2,0,3072,0,0,
7377,0,0,174,173,3,0,544,24,1,1,2,3072,0,0,
7393,2,1,0,0,1,0,352,0,0,0,1,3073,0,11,
7405,0,0,-33,81,1,0,74,8,0,0,3,3077,1,2,
7410,1,1,0,0,3,0,98,0,0,0,1,3077,1,2,
7434,5,0,-56,7,4,0,262,5,0,0,3,3078,0,13,
7438,0,0,-220,100,1,0,704,24,1,3,2,3080,0,3,
7447,10,0,-90,25,2,0,682,9,0,4,0,3080,0,3,
7450,19,1,54,23,3,0,462,5,0,0,3,3080,0,3,
7452,0,0,-232,12,3,0,317,23,1,4,5,3080,0,3,
7453,0,0,189,224,4,0,698,29,1,1,2,3080,0,3,
7455,0,0,-156,217,1,0,696,26,1,3,2,3081,1,1,
7456,0,0,-179,194,1,0,525,26,1,3,2,3081,1,1,
7457,21,2,0,0,1,0,257,0,0,0,1,3081,1,1,
7466,1,1,0,0,3,0,424,0,0,0,1,3081,1,1,
7470,2,1,0,0,4,0,236,0,0,0,1,3081,1,1,
7474,0,0,182,10,2,0,311,18,0,2,0,3087,1,10,
7487,4,0,-151,140,1,0,665,20,0,3,0,3088,0,8,
7488,1,1,-21,13,1,0,558,2,0,0,1,3088,0,8,
7492,2,1,-10,18,1,0,265,2,0,0,1,3088,0,8,
7496,0,0,233,86,2,0,464,24,1,2,4,3088,0,8,
7501,38,4,-21,49,3,0,583,5,0,0,3,3088,0,8,
7505,18,4,0,40,3,0,350,4,0,0,3,3088,0,8,
7512,0,0,115,238,4,0,654,26,1,1,2,3088,0,8,
7526,4,0,77,13,3,0,50,7,0,0,3,3090,0,5,
7536,3,0,-104,76,1,0,499,12,0,4,0,3286,0,4,
7538,9,1,0,0,1,0,422,0,0,0,1,3286,0,4,
7539,0,0,190,128,1,0,370,22,0,2,0,3286,0,4,
7544,2,1,0,0,2,0,384,0,0,0,1,3286,0,4,
7554,4,0,182,-6,4,0,579,18,0,2,0,3286,0,4,
7564,0,0,56,35,1,0,401,6,0,0,3,3287,1,1,
7566,3,0,-90,115,1,0,253,14,0,4,0,3287,1,1,
7580,3,0,167,0,4,0,536,16,0,2,0,3287,1,1,
7581,5,0,52,91,4,0,444,10,0,0,3,3287,1,1,
7584,0,0,90,173,4,0,267,19,0,1,0,3287,1,1,
7587,0,0,120,217,4,0,75,24,1,1,2,3287,1,1,
7589,0,0,98,197,1,0,486,22,0,1,0,3290,1,4,
7590,0,0,121,140,1,0,402,18,0,1,0,3290,1,4,
7594,4,0,154,68,2,0,482,16,0,2,0,3290,1,4,
7597,0,0,136,114,2,0,153,17,0,1,0,3290,1,4,
7602,36,2,0,0,3,0,635,0,0,0,1,3290,1,4,
7603,0,0,-197,-19,3,0,562,19,0,4,0,3290,1,4,
7605,3,0,-59,155,3,0,411,16,0,3,0,3290,1,4,
7609,0,0,121,127,3,0,134,17,0,1,0,3290,1,4,
7613,0,0,69,135,4,0,362,15,0,0,3,3290,1,4,
7619,0,0,-44,30,1,0,668,5,0,0,3,3292,0,29,
7625,0,0,28,56,1,0,45,6,0,0,3,3292,0,29,
7626,1,1,0,0,2,0,471,0,0,0,1,3292,0,29,
7636,1,1,0,0,3,0,361,0,0,0,1,3292,0,29,
7639,2,1,0,0,3,0,245,0,0,0,1,3292,0,29,
7641,0,0,-103,179,4,0,623,20,0,3,0,3292,0,29,
7643,12,2,0,0,4,0,474,0,0,0,1,3292,0,29,
7644,0,0,108,122,4,0,152,16,0,1,0,3292,0,29,
7657,0,0,105,194,2,0,136,22,0,1,0,3293,0,7,
7661,10,0,94,33,3,0,163,9,0,2,0,3293,0,7,
7666,0,0,-161,66,4,0,529,17,0,4,0,3293,0,7,
7673,0,0,0,104,1,0,405,10,0,0,3,3295,0,15,
7683,1,1,0,0,2,0,47,0,0,0,1,3295,0,15,
7685,0,0,94,151,3,0,700,17,0,1,0,3295,0,15,
7699,0,0,72,84,1,0,610,11,0,2,3,3298,0,11,
7704,5,0,54,82,1,0,136,9,0,2,3,3298,0,11,
7705,4,0,-59,158,2,0,640,16,0,3,0,3298,0,11,
7708,4,0,69,82,2,0,157,10,0,2,3,3298,0,11,
7728,0,0,21,54,2,0,394,5,0,0,3,3300,1,20,
7733,0,0,-43,201,2,0,98,20,0,0,0,3300,1,20,
7741,1,1,1,33,3,0,192,3,0,0,1,3300,1,20,
7743,0,0,123,156,4,0,623,19,0,1,0,3300,1,20,
7745,0,0,-168,206,4,0,531,26,1,3,2,3300,1,20,
7754,3,0,8,163,1,0,350,16,0,0,0,3302,1,9,
7756,0,0,135,59,1,0,209,14,0,2,0,3302,1,9,
7757,0,0,-54,160,1,0,165,16,0,3,0,3302,1,9,
7770,4,0,-136,109,3,0,325,17,0,3,0,3302,1,9,
7773,8,2,0,0,3,0,227,0,0,0,1,3302,1,9,
7774,0,0,87,191,3,0,174,20,0,1,0,3302,1,9,
7776,9,1,0,0,3,0,106,0,0,0,1,3302,1,9,
7777,0,0,-222,133,3,0,33,25,1,3,2,3302,1,9,
7778,0,0,227,114,4,0,570,25,1,1,2,3302,1,9,
7781,1,1,0,0,4,0,143,0,0,0,1,3302,1,9,
7784,0,0,126,146,4,0,75,19,0,1,0,3302,1,9,
7789,19,1,0,0,1,0,564,0,0,0,1,3304,1,24,
7794,4,0,189,33,1,0,3,19,0,2,0,3304,1,24,
7799,0,0,-28,150,2,0,424,15,0,0,0,3304,1,24,
7801,3,0,-18,125,2,0,284,12,0,0,3,3304,1,24,
7818,0,0,120,26,4,0,135,12,0,2,0,3304,1,24,
7823,0,0,174,69,2,0,385,18,0,2,0,3308,1,13,
7828,0,0,-156,130,3,0,684,20,0,3,0,3308,1,13,
7832,0,0,-5,207,3,0,156,20,0,0,0,3308,1,13,
7839,0,0,98,171,4,0,631,19,0,1,0,3308,1,13,
7851,10,0,-120,133,2,0,434,17,0,3,0,3311,1,28,
7856,0,0,159,125,3,0,688,20,0,1,0,3311,1,28,
7868,1,1,0,0,3,0,97,0,0,0,1,3311,1,28,
7869,0,0,1,263,3,0,1,26,1,0,2,3311,1,28,
7872,0,0,209,168,4,0,431,26,1,1,2,3311,1,28,
7874,0,0,-184,194,4,0,284,26,1,3,2,3311,1,28,
7878,0,0,240,13,4,0,60,24,1,2,4,3311,1,28,
7888,0,0,-54,130,1,0,261,14,0,0,3,3313,0,0,
7913,0,0,-171,189,4,0,66,25,1,3,2,3313,0,0,
7923,0,0,136,161,2,0,307,21,0,1,0,3315,0,6,
7925,1,1,0,0,2,0,49,0,0,0,1,3315,0,6,
7926,4,0,128,150,2,0,40,19,0,1,0,3315,0,6,
7938,0,0,-191,160,4,0,502,24,1,3,2,3315,0,6,
7942,2,1,0,0,4,0,11,0,0,0,1,3315,0,6,
7945,0,0,66,197,5,0,178,20,0,1,0,3315,0,6,
7954,4,0,-61,33,2,0,48,6,0,0,3,3316,1,7,
7963,0,0,156,-5,1,0,582,15,0,2,0,3318,1,22,
7969,0,0,135,179,2,0,377,22,0,1,0,3318,1,22,
7970,1,1,0,0,2,0,354,0,0,0,1,3318,1,22,
7977,1,1,0,0,3,0,328,0,0,0,1,3318,1,22,
7981,0,0,169,51,3,0,67,17,0,2,0,3318,1,22,
7990,0,0,-25,81,4,0,173,8,0,0,3,3318,1,22,
8020,4,0,-115,-9,1,0,175,11,0,4,0,3321,0,19,
8023,0,0,172,178,1,0,26,24,1,1,2,3321,0,19,
8025,5,0,21,56,2,0,2,5,0,0,3,3321,0,19,
8034,1,1,0,0,2,0,140,0,0,0,1,3323,0,24,
8039,0,0,117,161,3,0,427,19,0,1,0,3323,0,24,
8046,0,0,0,160,4,0,127,16,0,0,0,3323,0,24,
8051,0,0,-136,71,1,0,310,15,0,4,0,3324,0,7,
8055,0,0,-136,202,1,0,33,24,1,3,2,3324,0,7,
8060,0,0,-181,168,3,0,327,24,1,3,2,3324,0,7,
8063,0,0,200,169,3,0,69,26,1,1,2,3324,0,7,
8073,8,2,0,0,1,0,570,0,0,0,1,3326,0,10,
8074,0,0,232,71,1,0,343,24,1,2,4,3326,0,10,
8076,5,0,-44,66,1,0,281,7,0,0,3,3326,0,10,
8080,0,0,182,56,2,0,597,19,0,2,0,3326,0,10,
8088,0,0,166,26,3,0,529,16,0,2,0,3326,0,10,
8102,4,0,199,209,4,0,34,28,1,1,2,3326,0,10,
8103,1,1,0,0,1,0,499,0,0,0,1,3328,0,11,
8104,1,1,0,0,1,0,497,0,0,0,1,3328,0,11,
8105,0,0,-169,68,1,0,436,18,0,4,0,3328,0,11,
8109,0,0,-49,7,2,0,505,4,0,0,3,3328,0,11,
8115,1,1,0,0,3,0,492,0,0,0,1,3328,0,11,
8121,4,0,-72,15,1,0,549,7,0,0,3,3330,1,25,
8126,0,0,-13,112,1,0,62,11,0,0,3,3330,1,25,
8135,5,0,-29,110,3,0,326,11,0,0,3,3330,1,25,
8153,4,0,20,72,3,0,145,7,0,0,3,3332,1,2,
8156,0,0,-171,15,4,0,80,17,0,4,0,3332,1,2,
8160,2,1,-36,17,1,0,590,3,0,0,1,3334,1,10,
8161,0,0,-23,137,1,0,501,13,0,0,3,3334,1,10,
8162,0,0,29,123,1,0,358,12,0,0,3,3334,1,10,
8171,0,0,-97,240,2,0,225,25,1,3,2,3334,1,10,
8181,0,0,136,230,3,0,192,26,1,1,2,3334,1,10,
8183,0,0,121,233,3,0,116,26,1,1,2,3334,1,10,
8185,0,0,-113,53,3,0,94,12,0,4,0,3334,1,10,
8191,8,2,0,0,1,0,353,0,0,0,1,3337,0,16,
8203,0,0,-131,237,4,0,66,27,1,3,2,3337,0,16,
8204,9,1,0,0,1,0,629,0,0,0,1,3339,0,21,
8207,4,0,102,5,1,0,339,10,0,2,0,3339,0,21,
8208,0,0,-85,135,1,0,301,15,0,4,0,3339,0,21,
8209,4,0,156,8,1,0,172,15,0,2,0,3339,0,21,
8210,0,0,133,23,1,0,133,13,0,2,0,3339,0,21,
8225,0,0,126,115,3,0,284,17,0,1,0,3339,0,21,
8226,0,0,230,100,3,0,218,25,1,1,2,3339,0,21,
8231,3,0,159,66,4,0,384,17,0,2,0,3339,0,21,
8233,0,0,38,245,4,0,2,24,1,0,2,3339,0,21,
8244,2,1,26,-5,1,0,17,2,0,0,1,3340,0,25,
8250,0,0,149,217,3,0,671,26,1,1,2,3340,0,25,
8261,1,1,0,0,1,0,573,0,0,0,1,3342,1,11,
8265,0,0,144,72,1,0,245,16,0,2,0,3342,1,11,
8278,0,0,163,199,3,0,196,25,1,1,2,3342,1,11,
8279,0,0,151,220,3,0,162,26,1,1,2,3342,1,11,
8280,0,0,108,-3,3,0,151,10,0,2,0,3342,1,11,
8296,2,1,0,0,5,0,24,0,0,0,1,3342,1,11,
8299,0,0,-113,137,1,0,493,17,0,3,0,3351,1,15,
8300,0,0,-225,22,1,0,468,22,1,4,5,3351,1,15,
8301,0,0,24,87,1,0,417,9,0,0,3,3351,1,15,
8305,0,0,16,184,1,0,159,18,0,0,0,3351,1,15,
8327,0,0,-182,189,1,0,608,26,1,3,2,3352,0,9,
8334,0,0,-176,123,2,0,531,21,0,4,0,3352,0,9,
8349,0,0,-138,229,3,0,31,26,1,3,2,3352,0,9,
8355,0,0,-140,224,4,0,523,26,1,3,2,3352,0,9,
8361,0,0,44,117,4,0,259,12,0,0,3,3352,0,9,
8362,0,0,80,189,4,0,207,20,0,1,0,3352,0,9,
8364,0,0,-133,151,4,0,135,20,0,3,0,3352,0,9,
8365,0,0,-103,164,4,0,53,19,0,3,0,3352,0,9,
8375,0,0,189,179,1,0,14,26,1,1,2,3354,1,14,
8378,3,0,23,53,2,0,338,5,0,0,3,3354,1,14,
8380,0,0,153,-3,2,0,222,15,0,2,0,3354,1,14,
8381,0,0,-154,135,2,0,133,20,0,3,0,3354,1,14,
8387,0,0,125,151,3,0,281,19,0,1,0,3354,1,14,
8399,2,1,0,0,4,0,106,0,0,0,1,3354,1,14,
8402,11,2,0,0,1,0,552,0,0,0,1,3356,0,5,
8409,0,0,177,164,2,0,465,24,1,1,2,3356,0,5,
8433,9,1,0,0,1,0,268,0,0,0,1,3357,1,23,
8436,0,0,166,138,2,0,355,21,0,1,0,3357,1,23,
8442,0,0,176,82,3,0,129,19,0,2,0,3357,1,23,
8448,0,0,-169,138,4,0,50,21,0,3,0,3357,1,23,
8464,0,0,-195,179,3,0,360,26,1,3,2,3359,0,8,
8469,4,0,199,-19,3,0,102,19,0,2,0,3359,0,8,
8474,4,0,138,133,4,0,143,19,0,1,0,3359,0,8,
8478,0,0,-48,125,1,0,697,13,0,0,3,3361,1,21,
8482,0,0,-120,130,1,0,196,17,0,3,0,3361,1,21,
8490,0,0,-77,248,2,0,1,25,1,0,2,3361,1,21,
8510,0,0,156,76,1,0,45,17,0,2,0,3364,0,3,
8511,0,0,-184,-11,2,0,334,18,0,4,0,3364,0,3,
8527,0,0,209,76,4,0,132,22,0,2,0,3364,0,3,
8532,0,0,66,261,5,0,150,26,1,0,2,3364,0,3,
8533,0,0,-228,33,5,0,103,23,1,4,5,3364,0,3,
8538,0,0,-163,40,1,0,556,16,0,4,0,3365,0,1,
8541,0,0,189,184,1,0,345,26,1,1,2,3365,0,1,
8545,0,0,-145,97,1,0,50,17,0,4,0,3365,0,1,
8553,0,0,31,66,3,0,296,7,0,0,3,3365,0,1,
8554,0,0,187,97,3,0,196,21,0,2,0,3365,0,1,
8555,0,0,107,150,3,0,121,18,0,1,0,3365,0,1,
8569,0,0,-184,168,4,0,62,24,1,3,2,3365,0,1,
8586,10,0,-33,58,2,0,51,6,0,0,3,3367,1,19,
8593,0,0,-149,212,3,0,494,25,1,3,2,3367,1,19,
8600,8,2,0,0,3,0,71,0,0,0,1,3367,1,19,
8606,5,0,62,122,4,0,533,13,0,0,3,3367,1,19,
8607,0,0,23,261,4,0,494,26,1,0,2,3367,1,19,
8611,0,0,-135,46,4,0,265,14,0,4,0,3367,1,19,
8613,5,0,23,40,4,0,206,4,0,0,3,3367,1,19,
8618,19,1,0,0,1,0,286,0,0,0,1,3372,1,8,
8630,0,0,-128,91,4,0,607,15,0,4,0,3372,1,8,
8637,0,0,-90,156,5,0,63,18,0,3,0,3372,1,8,
8650,0,0,-145,140,2,0,83,20,0,3,0,3374,0,17,
8652,0,0,-238,13,2,0,1,23,1,4,5,3374,0,17,
8661,1,1,0,0,4,0,298,0,0,0,1,3374,0,17,
8669,0,0,-138,222,1,0,341,26,1,3,2,3376,0,20,
8673,0,0,131,210,2,0,393,24,1,1,2,3376,0,20,
8674,0,0,117,219,2,0,345,24,1,1,2,3376,0,20,
8678,2,1,0,0,2,0,184,0,0,0,1,3376,0,20,
8682,0,0,136,214,4,0,571,25,1,1,2,3376,0,20,
8688,0,0,6,31,1,0,467,3,0,0,1,3377,0,14,
8689,2,1,0,22,1,0,399,2,0,0,1,3377,0,14,
8695,0,0,241,35,2,0,82,24,1,2,4,3377,0,14,
8698,0,0,-161,89,3,0,681,18,0,4,0,3377,0,14,
8703,0,0,164,36,3,0,58,16,0,2,0,3377,0,14,
8709,0,0,126,224,1,0,211,25,1,1,2,3379,0,22,
8716,0,0,141,168,3,0,697,21,0,1,0,3379,0,22,
8723,0,0,207,141,4,0,441,25,1,1,2,3379,0,22,
8737,4,0,144,54,1,0,0,15,0,2,0,3380,0,30,
8753,0,0,190,26,1,0,424,19,0,2,0,3383,0,10,
8773,1,1,0,0,1,0,273,0,0,0,1,3384,0,2,
8774,0,0,176,204,1,0,46,26,1,1,2,3384,0,2,
8778,9,1,0,0,2,0,237,0,0,0,1,3384,0,2,
8786,3,0,-107,146,3,0,260,18,0,3,0,3384,0,2,
8794,1,1,0,0,4,0,570,0,0,0,1,3384,0,2,
8795,4,0,-77,137,4,0,501,15,0,0,3,3384,0,2,
8800,0,0,144,237,4,0,160,27,1,1,2,3384,0,2,
8804,0,0,-197,-13,1,0,436,19,0,4,0,3387,1,11,
8808,0,0,125,123,2,0,204,17,0,1,0,3387,1,11,
8809,0,0,85,54,3,0,699,10,0,2,0,3387,1,11,
8817,1,1,0,0,3,0,258,0,0,0,1,3387,1,11,
8818,0,0,158,86,3,0,74,17,0,2,0,3387,1,11,
8825,0,0,156,120,4,0,313,19,0,1,0,3387,1,11,
8830,0,0,177,0,1,0,700,17,0,2,0,3389,1,6,
8833,0,0,-199,158,1,0,223,25,1,3,2,3389,1,6,
8834,0,0,-112,235,1,0,27,26,1,3,2,3389,1,6,
8836,0,0,167,128,2,0,418,21,0,1,0,3389,1,6,
8837,0,0,13,260,2,0,212,26,1,0,2,3389,1,6,
8844,0,0,205,187,3,0,41,27,1,1,2,3389,1,6,
8851,0,0,149,224,1,0,499,26,1,1,2,3391,1,29,
8861,21,2,0,0,2,0,247,0,0,0,1,3391,1,29,
8864,0,0,28,214,2,0,4,21,0,0,0,3391,1,29,
8865,0,0,154,207,3,0,423,25,1,1,2,3391,1,29,
8869,0,0,28,268,4,0,574,26,1,0,2,3391,1,29,
8873,2,1,0,0,4,0,261,0,0,0,1,3391,1,29,
8880,5,0,-105,179,1,0,255,20,0,3,0,3397,1,5,
8884,0,0,131,-18,2,0,5,13,0,2,0,3397,1,5,
8888,0,0,141,100,4,0,652,17,0,2,0,3397,1,5,
8889,0,0,-143,-28,4,0,489,14,0,4,0,3397,1,5,
8891,2,1,0,0,4,0,400,0,0,0,1,3397,1,5,
8893,0,0,167,66,4,0,270,17,0,2,0,3397,1,5,
8897,0,0,-126,148,1,0,589,19,0,3,0,3399,1,3,
8905,0,0,192,31,2,0,589,19,0,2,0,3399,1,3,
8910,22,1,0,0,2,0,69,0,0,0,1,3399,1,3,
8918,1,1,0,0,4,0,495,0,0,0,1,3399,1,3,
8939,0,0,144,215,2,0,41,25,1,1,2,3400,0,9,
8940,0,0,-149,43,3,0,523,15,0,4,0,3400,0,9,
8941,0,0,227,72,3,0,239,23,1,2,4,3400,0,9,
8944,0,0,-168,199,4,0,451,26,1,3,2,3400,0,9,
8949,0,0,138,5,4,0,187,13,0,2,0,3400,0,9,
8950,0,0,177,183,4,0,175,25,1,1,2,3400,0,9,
8958,5,0,-103,99,1,0,226,14,0,4,0,3402,1,12,
8967,2,1,0,0,3,0,496,0,0,0,1,3402,1,12,
8975,3,0,-84,194,4,0,0,21,0,3,0,3402,1,12,
8979,0,0,154,68,2,0,323,16,0,2,0,3404,1,16,
8980,0,0,-141,212,2,0,29,25,1,3,2,3404,1,16,
8991,0,0,195,202,4,0,196,28,1,1,2,3404,1,16,
8995,0,0,187,229,4,0,14,29,1,1,2,3404,1,16,
8996,0,0,218,122,1,0,73,24,1,1,2,3405,0,5,
8998,2,1,0,0,1,0,1,0,0,0,1,3405,0,5,
9000,0,0,146,109,2,0,419,18,0,1,0,3405,0,5,
9001,2,1,11,33,2,0,383,3,0,0,1,3405,0,5,
9002,0,0,212,0,2,0,379,21,0,2,0,3405,0,5,
9024,0,0,125,151,1,0,287,19,0,1,0,3407,0,8,
9026,0,0,-238,-14,1,0,248,23,1,4,5,3407,0,8,
9027,0,0,-130,74,1,0,161,14,0,4,0,3407,0,8,
9034,0,0,-62,187,2,0,432,19,0,3,0,3407,0,8,
9038,0,0,156,209,3,0,547,26,1,1,2,3407,0,8,
9050,0,0,8,176,4,0,170,17,0,0,0,3407,0,8,
9052,5,0,103,76,1,0,535,12,0,2,0,3408,1,17,
9054,0,0,-20,202,1,0,332,20,0,0,0,3408,1,17,
9078,19,1,0,0,1,0,330,0,0,0,1,3410,1,0,
9097,0,0,-99,-18,3,0,365,10,0,4,0,3410,1,0,
9109,0,0,-200,138,4,0,10,24,1,3,2,3410,1,0,
9112,3,0,-75,132,1,0,637,15,0,0,3,3412,0,30,
9115,0,0,-148,206,1,0,347,25,1,3,2,3412,0,30,
9125,1,1,0,0,3,0,606,0,0,0,1,3412,0,30,
9132,0,0,117,71,4,0,659,13,0,2,0,3412,0,30,
9136,0,0,56,77,4,0,354,9,0,2,3,3412,0,30,
9139,0,0,-207,100,4,0,211,22,0,4,0,3412,0,30,
9140,0,0,56,232,4,0,139,23,1,0,2,3412,0,30,
9142,3,0,189,20,4,0,59,19,0,2,0,3412,0,30,
9143,0,0,-97,56,1,0,363,11,0,4,0,3414,0,0,
9147,5,0,44,31,1,0,2,5,0,0,3,3414,0,0,
9159,0,0,148,77,3,0,441,16,0,2,0,3414,0,0,
9165,9,1,-2,15,4,0,438,1,0,0,1,3414,0,0,
9172,0,0,-148,135,1,0,381,20,0,3,0,3416,1,13,
9177,0,0,189,174,2,0,688,25,1,1,2,3416,1,13,
9179,0,0,-159,220,2,0,618,27,1,3,2,3416,1,13,
9185,0,0,-182,132,2,0,188,22,0,4,0,3416,1,13,
9196,21,2,0,0,4,0,227,0,0,0,1,3416,1,13,
9201,0,0,113,164,1,0,612,19,0,1,0,3418,0,3,
9209,0,0,131,224,2,0,226,25,1,1,2,3418,0,3,
9210,4,0,110,3,2,0,169,11,0,2,0,3418,0,3,
9212,0,0,-66,46,2,0,0,8,0,4,3,3418,0,3,
9214,0,0,213,25,3,0,565,21,0,2,0,3418,0,3,
9240,11,2,0,0,3,0,593,0,0,0,1,3419,1,7,
9241,0,0,-66,102,3,0,548,12,0,4,3,3419,1,7,
9244,0,0,87,155,3,0,85,17,0,1,0,3419,1,7,
9249,0,0,115,245,4,0,304,27,1,1,2,3419,1,7,
9250,3,0,-97,199,4,0,226,22,0,3,0,3419,1,7,
9255,0,0,125,130,1,0,259,18,0,1,0,3421,0,28,
9258,3,0,-154,51,1,0,149,16,0,4,0,3421,0,28,
9263,0,0,-143,219,2,0,69,26,1,3,2,3421,0,28,
9266,3,0,121,230,3,0,456,25,1,1,2,3421,0,28,
9269,0,0,158,0,3,0,26,15,0,2,0,3421,0,28,
9272,0,0,151,132,4,0,560,20,0,1,0,3421,0,28,
9276,2,1,0,0,4,0,81,0,0,0,1,3421,0,28,
9290,0,0,176,95,2,0,43,20,0,2,0,3423,0,23,
9299,0,0,92,225,3,0,76,24,1,1,2,3423,0,23,
9303,0,0,-176,-28,4,0,530,17,0,4,0,3423,0,23,
9310,0,0,-227,209,4,0,0,30,1,3,2,3423,0,23,
9311,0,0,-154,100,1,0,661,18,0,4,0,3424,0,12,
9314,0,0,-148,72,1,0,555,16,0,4,0,3424,0,12,
9315,2,1,8,0,1,0,497,0,0,0,1,3424,0,12,
9325,1,1,-21,15,2,0,314,2,0,0,1,3424,0,12,
9328,3,0,-159,69,2,0,100,17,0,4,0,3424,0,12,
9329,1,1,20,5,2,0,71,2,0,0,1,3424,0,12,
9332,11,2,1,-5,3,0,575,0,0,0,1,3424,0,12,
9337,1,1,-5,7,3,0,375,0,0,0,1,3424,0,12,
9353,5,0,26,123,1,0,80,12,0,0,3,3426,1,3,
9355,0,0,-179,-5,2,0,646,17,0,4,0,3426,1,3,
9356,1,1,0,0,2,0,278,0,0,0,1,3426,1,3,
9362,5,0,-23,74,3,0,280,7,0,0,3,3426,1,3,
9364,1,1,0,0,4,0,252,0,0,0,1,3426,1,3,
9366,1,1,0,0,4,0,148,0,0,0,1,3426,1,3,
9387,14,2,0,0,3,0,470,0,0,0,1,3428,1,26,
9388,8,2,0,0,3,0,312,0,0,0,1,3428,1,26,
9396,1,1,0,0,1,0,634,0,0,0,1,3430,1,30,
9400,0,0,-15,275,1,0,125,27,1,0,2,3430,1,30,
9406,0,0,135,133,2,0,47,18,0,1,0,3430,1,30,
9411,0,0,-125,125,3,0,161,17,0,3,0,3430,1,30,
9416,4,0,-31,164,1,0,492,16,0,0,0,3434,1,0,
9417,2,1,0,0,1,0,346,0,0,0,1,3434,1,0,
9423,2,1,0,0,2,0,666,0,0,0,1,3434,1,0,
9425,13,3,0,0,2,0,573,0,0,0,1,3434,1,0,
9426,0,0,0,215,2,0,407,21,0,0,0,3434,1,0,
